Training mode
Episode 1 | Step 6766 | Step Reward: -0.0
Episode 1 | Step 6767 | Step Reward: -0.0
Episode 1 | Step 6768 | Step Reward: -0.0
Episode 1 | Step 6769 | Step Reward: -0.0
Episode 1 | Step 6770 | Step Reward: -0.0
Episode 1 | Step 6771 | Step Reward: -0.0
Episode 1 | Step 6772 | Step Reward: -0.0
Episode 1 | Step 6773 | Step Reward: -0.0
Episode 1 | Step 6774 | Step Reward: -0.0
Episode 1 | Step 6775 | Step Reward: -0.0
Episode 1 | Step 6776 | Step Reward: -0.0
Episode 1 | Step 6777 | Step Reward: -0.0
Episode 1 | Step 6778 | Step Reward: -0.0
Episode 1 | Step 6779 | Step Reward: -0.0
Episode 1 | Step 6780 | Step Reward: -0.0
Episode 1 | Step 6781 | Step Reward: -0.0
Episode 1 | Step 6782 | Step Reward: -0.0
Episode 1 | Step 6783 | Step Reward: -0.0
Episode 1 | Step 6784 | Step Reward: -0.0
Episode 1 | Step 6785 | Step Reward: -0.0
Episode 1 | Step 6786 | Step Reward: -0.0
Episode 1 | Step 6787 | Step Reward: -0.0
Episode 1 | Step 6788 | Step Reward: -0.0
Episode 1 | Step 6789 | Step Reward: -0.0
Episode 1 | Step 6790 | Step Reward: -0.0
Episode 1 | Step 6791 | Step Reward: -0.0
Episode 1 | Step 6792 | Step Reward: -0.0
Episode 1 | Step 6793 | Step Reward: -0.0
Episode 1 | Step 6794 | Step Reward: -0.0
Episode 1 | Step 6795 | Step Reward: -0.0
Episode 1 | Step 6796 | Step Reward: -0.0
Episode 1 | Step 6797 | Step Reward: -0.0
Episode 1 | Step 6798 | Step Reward: -0.0
Episode 1 | Step 6799 | Step Reward: -0.0
Episode 1 | Step 6800 | Step Reward: -0.0
Episode 1 | Step 6801 | Step Reward: -0.0
Episode 1 | Step 6802 | Step Reward: -0.0
Episode 1 | Step 6803 | Step Reward: -0.0
Episode 1 | Step 6804 | Step Reward: -0.0
Episode 1 | Step 6805 | Step Reward: -0.0
Episode 1 | Step 6806 | Step Reward: -0.0
Episode 1 | Step 6807 | Step Reward: -0.0
Episode 1 | Step 6808 | Step Reward: -0.0
Episode 1 | Step 6809 | Step Reward: -0.0
Episode 1 | Step 6810 | Step Reward: -0.0
Episode 1 | Step 6811 | Step Reward: -0.0
Episode 1 | Step 6812 | Step Reward: -0.0
Episode 1 | Step 6813 | Step Reward: -0.0
Episode 1 | Step 6814 | Step Reward: -0.0
Episode 1 | Step 6815 | Step Reward: -0.0
Episode 1 | Step 6816 | Step Reward: -0.0
Episode 1 | Step 6817 | Step Reward: -0.0
Episode 1 | Step 6818 | Step Reward: -0.0
Episode 1 | Step 6819 | Step Reward: -0.0
Episode 1 | Step 6820 | Step Reward: -0.0
Episode 1 | Step 6821 | Step Reward: -0.0
Episode 1 | Step 6822 | Step Reward: -0.0
Episode 1 | Step 6823 | Step Reward: -0.0
Episode 1 | Step 6824 | Step Reward: -0.0
Episode 1 | Step 6825 | Step Reward: -0.0
Episode 1 | Step 6826 | Step Reward: -0.0
Episode 1 | Step 6827 | Step Reward: -0.0
Episode 1 | Step 6828 | Step Reward: -0.0
Episode 1 | Step 6829 | Step Reward: -0.0
Episode 1 | Step 6830 | Step Reward: -0.0
Episode 1 | Step 6831 | Step Reward: -0.0
Episode 1 | Step 6832 | Step Reward: -0.0
Episode 1 | Step 6833 | Step Reward: -0.0
Episode 1 | Step 6834 | Step Reward: -0.0
Episode 1 | Step 6835 | Step Reward: -0.0
Episode 1 | Step 6836 | Step Reward: -0.0
Episode 1 | Step 6837 | Step Reward: -0.0
Episode 1 | Step 6838 | Step Reward: -0.0
Episode 1 | Step 6839 | Step Reward: -0.0
Episode 1 | Step 6840 | Step Reward: -0.0
Episode 1 | Step 6841 | Step Reward: -0.0
Episode 1 | Step 6842 | Step Reward: -0.0
Episode 1 | Step 6843 | Step Reward: -0.0
Episode 1 | Step 6844 | Step Reward: -0.0
Episode 1 | Step 6845 | Step Reward: -0.0
Episode 1 | Step 6846 | Step Reward: -0.0
Episode 1 | Step 6847 | Step Reward: -0.0
Episode 1 | Step 6848 | Step Reward: -0.0
Episode 1 | Step 6849 | Step Reward: -0.0
Episode 1 | Step 6850 | Step Reward: -0.0
Episode 1 | Step 6851 | Step Reward: -0.0
Episode 1 | Step 6852 | Step Reward: -0.0
Episode 1 | Step 6853 | Step Reward: -0.0
Episode 1 | Step 6854 | Step Reward: -0.0
Episode 1 | Step 6855 | Step Reward: -0.0
Episode 1 | Step 6856 | Step Reward: -0.0
Episode 1 | Step 6857 | Step Reward: -0.0
Episode 1 | Step 6858 | Step Reward: -0.0
Episode 1 | Step 6859 | Step Reward: -0.0
Episode 1 | Step 6860 | Step Reward: -0.0
Episode 1 | Step 6861 | Step Reward: -0.0
Episode 1 | Step 6862 | Step Reward: -0.0
Episode 1 | Step 6863 | Step Reward: -0.0
Episode 1 | Step 6864 | Step Reward: -0.0
Episode 1 | Step 6865 | Step Reward: -0.0
Episode 1 | Step 6866 | Step Reward: -0.0
Episode 1 | Step 6867 | Step Reward: -0.0
Episode 1 | Step 6868 | Step Reward: -0.0
Episode 1 | Step 6869 | Step Reward: -0.0
Episode 1 | Step 6870 | Step Reward: -0.0
Episode 1 | Step 6871 | Step Reward: -0.0
Episode 1 | Step 6872 | Step Reward: -0.0
Episode 1 | Step 6873 | Step Reward: -0.0
Episode 1 | Step 6874 | Step Reward: -0.0
Episode 1 | Step 6875 | Step Reward: -0.0
Episode 1 | Step 6876 | Step Reward: -0.0
Episode 1 | Step 6877 | Step Reward: -0.0
Episode 1 | Step 6878 | Step Reward: -0.0
Episode 1 | Step 6879 | Step Reward: -0.0
Episode 1 | Step 6880 | Step Reward: -0.0
Episode 1 | Step 6881 | Step Reward: -0.0
Episode 1 | Step 6882 | Step Reward: -0.0
Episode 1 | Step 6883 | Step Reward: -0.0
Episode 1 | Step 6884 | Step Reward: -0.0
Episode 1 | Step 6885 | Step Reward: -0.0
Episode 1 | Step 6886 | Step Reward: -0.0
Episode 1 | Step 6887 | Step Reward: -0.0
Episode 1 | Step 6888 | Step Reward: -0.0
Episode 1 | Step 6889 | Step Reward: -0.0
Episode 1 | Step 6890 | Step Reward: -0.0
Episode 1 | Step 6891 | Step Reward: -0.0
Episode 1 | Step 6892 | Step Reward: -0.0
Episode 1 | Step 6893 | Step Reward: -0.0
Episode 1 | Step 6894 | Step Reward: -0.0
Episode 1 | Step 6895 | Step Reward: -0.0
Episode 1 | Step 6896 | Step Reward: -0.0
Episode 1 | Step 6897 | Step Reward: -0.0
Episode 1 | Step 6898 | Step Reward: -0.0
Episode 1 | Step 6899 | Step Reward: -0.0
Episode 1 | Step 6900 | Step Reward: -0.0
Episode 1 | Step 6901 | Step Reward: -0.0
Episode 1 | Step 6902 | Step Reward: -0.0
Episode 1 | Step 6903 | Step Reward: -0.0
Episode 1 | Step 6904 | Step Reward: -0.0
Episode 1 | Step 6905 | Step Reward: -0.0
Episode 1 | Step 6906 | Step Reward: -0.0
Episode 1 | Step 6907 | Step Reward: -0.0
Episode 1 | Step 6908 | Step Reward: -0.0
Episode 1 | Step 6909 | Step Reward: -0.0
Episode 1 | Step 6910 | Step Reward: -0.0
Episode 1 | Step 6911 | Step Reward: -0.0
Episode 1 | Step 6912 | Step Reward: -0.0
Episode 1 | Step 6913 | Step Reward: -0.0
Episode 1 | Step 6914 | Step Reward: -0.0
Episode 1 | Step 6915 | Step Reward: -0.0
Episode 1 | Step 6916 | Step Reward: -0.0
Episode 1 | Step 6917 | Step Reward: -0.0
Episode 1 | Step 6918 | Step Reward: -0.0
Episode 1 | Step 6919 | Step Reward: -0.0
Episode 1 | Step 6920 | Step Reward: -0.0
Episode 1 | Step 6921 | Step Reward: -0.0
Episode 1 | Step 6922 | Step Reward: -0.0
Episode 1 | Step 6923 | Step Reward: -0.0
Episode 1 | Step 6924 | Step Reward: -0.0
Episode 1 | Step 6925 | Step Reward: -0.0
Episode 1 | Step 6926 | Step Reward: -0.0
Episode 1 | Step 6927 | Step Reward: -0.0
Episode 1 | Step 6928 | Step Reward: -0.0
Episode 1 | Step 6929 | Step Reward: -0.0
Episode 1 | Step 6930 | Step Reward: -0.0
Episode 1 | Step 6931 | Step Reward: -0.0
Episode 1 | Step 6932 | Step Reward: -0.0
Episode 1 | Step 6933 | Step Reward: -0.0
Episode 1 | Step 6934 | Step Reward: -0.0
Episode 1 | Step 6935 | Step Reward: -0.0
Episode 1 | Step 6936 | Step Reward: -0.0
Episode 1 | Step 6937 | Step Reward: -0.0
Episode 1 | Step 6938 | Step Reward: -0.0
Episode 1 | Step 6939 | Step Reward: -0.0
Episode 1 | Step 6940 | Step Reward: -0.0
Episode 1 | Step 6941 | Step Reward: -0.0
Episode 1 | Step 6942 | Step Reward: -0.0
Episode 1 | Step 6943 | Step Reward: -0.0
Episode 1 | Step 6944 | Step Reward: -0.0
Episode 1 | Step 6945 | Step Reward: -0.0
Episode 1 | Step 6946 | Step Reward: -0.0
Episode 1 | Step 6947 | Step Reward: -0.0
Episode 1 | Step 6948 | Step Reward: -0.0
Episode 1 | Step 6949 | Step Reward: -0.0
Episode 1 | Step 6950 | Step Reward: -0.0
Episode 1 | Step 6951 | Step Reward: -0.0
Episode 1 | Step 6952 | Step Reward: -0.0
Episode 1 | Step 6953 | Step Reward: -0.0
Episode 1 | Step 6954 | Step Reward: -0.0
Episode 1 | Step 6955 | Step Reward: -0.0
Episode 1 | Step 6956 | Step Reward: -0.0
Episode 1 | Step 6957 | Step Reward: -0.0
Episode 1 | Step 6958 | Step Reward: -0.0
Episode 1 | Step 6959 | Step Reward: -0.0
Episode 1 | Step 6960 | Step Reward: -0.0
Episode 1 | Step 6961 | Step Reward: -0.0
Episode 1 | Step 6962 | Step Reward: -0.0
Episode 1 | Step 6963 | Step Reward: -0.0
Episode 1 | Step 6964 | Step Reward: -0.0
Episode 1 | Step 6965 | Step Reward: -0.0
Episode 1 | Step 6966 | Step Reward: -0.0
Episode 1 | Step 6967 | Step Reward: -0.0
Episode 1 | Step 6968 | Step Reward: -0.0
Episode 1 | Step 6969 | Step Reward: -0.0
Episode 1 | Step 6970 | Step Reward: -0.0
Episode 1 | Step 6971 | Step Reward: -0.0
Episode 1 | Step 6972 | Step Reward: -0.0
Episode 1 | Step 6973 | Step Reward: -0.0
Episode 1 | Step 6974 | Step Reward: -0.0
Episode 1 | Step 6975 | Step Reward: -0.0
Episode 1 | Step 6976 | Step Reward: -0.0
Episode 1 | Step 6977 | Step Reward: -0.0
Episode 1 | Step 6978 | Step Reward: -0.0
Episode 1 | Step 6979 | Step Reward: -0.0
Episode 1 | Step 6980 | Step Reward: -0.0
Episode 1 | Step 6981 | Step Reward: -0.0
Episode 1 | Step 6982 | Step Reward: -0.0
Episode 1 | Step 6983 | Step Reward: -0.0
Episode 1 | Step 6984 | Step Reward: -0.0
Episode 1 | Step 6985 | Step Reward: -0.0
Episode 1 | Step 6986 | Step Reward: -0.0
Episode 1 | Step 6987 | Step Reward: -0.0
Episode 1 | Step 6988 | Step Reward: -0.0
Episode 1 | Step 6989 | Step Reward: -0.0
Episode 1 | Step 6990 | Step Reward: -0.0
Episode 1 | Step 6991 | Step Reward: -0.0
Episode 1 | Step 6992 | Step Reward: -0.0
Episode 1 | Step 6993 | Step Reward: -0.0
Episode 1 | Step 6994 | Step Reward: -0.0
Episode 1 | Step 6995 | Step Reward: -0.0
Episode 1 | Step 6996 | Step Reward: -0.0
Episode 1 | Step 6997 | Step Reward: -0.0
Episode 1 | Step 6998 | Step Reward: -0.0
Episode 1 | Step 6999 | Step Reward: -0.0
Episode 1 | Step 7000 | Step Reward: -0.0
Episode 1 | Step 7001 | Step Reward: -0.0
Episode 1 | Step 7002 | Step Reward: -0.0
Episode 1 | Step 7003 | Step Reward: -0.0
Episode 1 | Step 7004 | Step Reward: -0.0
Episode 1 | Step 7005 | Step Reward: -0.0
Episode 1 | Step 7006 | Step Reward: -0.0
Episode 1 | Step 7007 | Step Reward: -0.0
Episode 1 | Step 7008 | Step Reward: -0.0
Episode 1 | Step 7009 | Step Reward: -0.0
Episode 1 | Step 7010 | Step Reward: -0.0
Episode 1 | Step 7011 | Step Reward: -0.0
Episode 1 | Step 7012 | Step Reward: -0.0
Episode 1 | Step 7013 | Step Reward: -0.0
Episode 1 | Step 7014 | Step Reward: -0.0
Episode 1 | Step 7015 | Step Reward: -0.0
Episode 1 | Step 7016 | Step Reward: -0.0
Episode 1 | Step 7017 | Step Reward: -0.0
Episode 1 | Step 7018 | Step Reward: -0.0
Episode 1 | Step 7019 | Step Reward: -0.0
Episode 1 | Step 7020 | Step Reward: -0.0
Episode 1 | Step 7021 | Step Reward: -0.0
Episode 1 | Step 7022 | Step Reward: -0.0
Episode 1 | Step 7023 | Step Reward: -0.0
Episode 1 | Step 7024 | Step Reward: -0.0
Episode 1 | Step 7025 | Step Reward: -0.0
Episode 1 | Step 7026 | Step Reward: -0.0
Episode 1 | Step 7027 | Step Reward: -0.0
Episode 1 | Step 7028 | Step Reward: -0.0
Episode 1 | Step 7029 | Step Reward: -0.0
Episode 1 | Step 7030 | Step Reward: -0.0
Episode 1 | Step 7031 | Step Reward: -0.0
Episode 1 | Step 7032 | Step Reward: -0.0
Episode 1 | Step 7033 | Step Reward: -0.0
Episode 1 | Step 7034 | Step Reward: -0.0
Episode 1 | Step 7035 | Step Reward: -0.0
Episode 1 | Step 7036 | Step Reward: -0.0
Episode 1 | Step 7037 | Step Reward: -0.0
Episode 1 | Step 7038 | Step Reward: -0.0
Episode 1 | Step 7039 | Step Reward: -0.0
Episode 1 | Step 7040 | Step Reward: -0.0
Episode 1 | Step 7041 | Step Reward: -0.0
Episode 1 | Step 7042 | Step Reward: -0.0
Episode 1 | Step 7043 | Step Reward: -0.0
Episode 1 | Step 7044 | Step Reward: -0.0
Episode 1 | Step 7045 | Step Reward: -0.0
Episode 1 | Step 7046 | Step Reward: -0.0
Episode 1 | Step 7047 | Step Reward: -0.0
Episode 1 | Step 7048 | Step Reward: -0.0
Episode 1 | Step 7049 | Step Reward: -0.0
Episode 1 | Step 7050 | Step Reward: -0.0
Episode 1 | Step 7051 | Step Reward: -0.0
Episode 1 | Step 7052 | Step Reward: -0.0
Episode 1 | Step 7053 | Step Reward: -0.0
Episode 1 | Step 7054 | Step Reward: -0.0
Episode 1 | Step 7055 | Step Reward: -0.0
Episode 1 | Step 7056 | Step Reward: -0.0
Episode 1 | Step 7057 | Step Reward: -0.0
Episode 1 | Step 7058 | Step Reward: -0.0
Episode 1 | Step 7059 | Step Reward: -0.0
Episode 1 | Step 7060 | Step Reward: -0.0
Episode 1 | Step 7061 | Step Reward: -0.0
Episode 1 | Step 7062 | Step Reward: -0.0
Episode 1 | Step 7063 | Step Reward: -0.0
Episode 1 | Step 7064 | Step Reward: -0.0
Episode 1 | Step 7065 | Step Reward: -0.0
Episode 1 | Step 7066 | Step Reward: -0.0
Episode 1 | Step 7067 | Step Reward: -0.0
Episode 1 | Step 7068 | Step Reward: -0.0
Episode 1 | Step 7069 | Step Reward: -0.0
Episode 1 | Step 7070 | Step Reward: -0.0
Episode 1 | Step 7071 | Step Reward: -0.0
Episode 1 | Step 7072 | Step Reward: -0.0
Episode 1 | Step 7073 | Step Reward: -0.0
Episode 1 | Step 7074 | Step Reward: -0.0
Episode 1 | Step 7075 | Step Reward: -0.0
Episode 1 | Step 7076 | Step Reward: -0.0
Episode 1 | Step 7077 | Step Reward: -0.0
Episode 1 | Step 7078 | Step Reward: -0.0
Episode 1 | Step 7079 | Step Reward: -0.0
Episode 1 | Step 7080 | Step Reward: -0.0
Episode 1 | Step 7081 | Step Reward: -0.0
Episode 1 | Step 7082 | Step Reward: -0.0
Episode 1 | Step 7083 | Step Reward: -0.0
Episode 1 | Step 7084 | Step Reward: -0.0
Episode 1 | Step 7085 | Step Reward: -0.0
Episode 1 | Step 7086 | Step Reward: -0.0
Episode 1 | Step 7087 | Step Reward: -0.0
Episode 1 | Step 7088 | Step Reward: -0.0
Episode 1 | Step 7089 | Step Reward: -0.0
Episode 1 | Step 7090 | Step Reward: -0.0
Episode 1 | Step 7091 | Step Reward: -0.0
Episode 1 | Step 7092 | Step Reward: -0.0
Episode 1 | Step 7093 | Step Reward: -0.0
Episode 1 | Step 7094 | Step Reward: -0.0
Episode 1 | Step 7095 | Step Reward: -0.0
Episode 1 | Step 7096 | Step Reward: -0.0
Episode 1 | Step 7097 | Step Reward: -0.0
Episode 1 | Step 7098 | Step Reward: -0.0
Episode 1 | Step 7099 | Step Reward: -0.0
Episode 1 | Step 7100 | Step Reward: -0.0
Episode 1 | Step 7101 | Step Reward: -0.0
Episode 1 | Step 7102 | Step Reward: -0.0
Episode 1 | Step 7103 | Step Reward: -0.0
Episode 1 | Step 7104 | Step Reward: -0.0
Episode 1 | Step 7105 | Step Reward: -0.0
Episode 1 | Step 7106 | Step Reward: -0.0
Episode 1 | Step 7107 | Step Reward: -0.0
Episode 1 | Step 7108 | Step Reward: -0.0
Episode 1 | Step 7109 | Step Reward: -0.0
Episode 1 | Step 7110 | Step Reward: -0.0
Episode 1 | Step 7111 | Step Reward: -0.0
Episode 1 | Step 7112 | Step Reward: -0.0
Episode 1 | Step 7113 | Step Reward: -0.0
Episode 1 | Step 7114 | Step Reward: -0.0
Episode 1 | Step 7115 | Step Reward: -0.0
Episode 1 | Step 7116 | Step Reward: -0.0
Episode 1 | Step 7117 | Step Reward: -0.0
Episode 1 | Step 7118 | Step Reward: -0.0
Episode 1 | Step 7119 | Step Reward: -0.0
Episode 1 | Step 7120 | Step Reward: -0.0
Episode 1 | Step 7121 | Step Reward: -0.0
Episode 1 | Step 7122 | Step Reward: -0.0
Episode 1 | Step 7123 | Step Reward: -0.0
Episode 1 | Step 7124 | Step Reward: -0.0
Episode 1 | Step 7125 | Step Reward: -0.0
Episode 1 | Step 7126 | Step Reward: -0.0
Episode 1 | Step 7127 | Step Reward: -0.0
Episode 1 | Step 7128 | Step Reward: -0.0
Episode 1 | Step 7129 | Step Reward: -0.0
Episode 1 | Step 7130 | Step Reward: -0.0
Episode 1 | Step 7131 | Step Reward: -0.0
Episode 1 | Step 7132 | Step Reward: -0.0
Episode 1 | Step 7133 | Step Reward: -0.0
Episode 1 | Step 7134 | Step Reward: -0.0
Episode 1 | Step 7135 | Step Reward: -0.0
Episode 1 | Step 7136 | Step Reward: -0.0
Episode 1 | Step 7137 | Step Reward: -0.0
Episode 1 | Step 7138 | Step Reward: -0.0
Episode 1 | Step 7139 | Step Reward: -0.0
Episode 1 | Step 7140 | Step Reward: -0.0
Episode 1 | Step 7141 | Step Reward: -0.0
Episode 1 | Step 7142 | Step Reward: -0.0
Episode 1 | Step 7143 | Step Reward: -0.0
Episode 1 | Step 7144 | Step Reward: -0.0
Episode 1 | Step 7145 | Step Reward: -0.0
Episode 1 | Step 7146 | Step Reward: -0.0
Episode 1 | Step 7147 | Step Reward: -0.0
Episode 1 | Step 7148 | Step Reward: -0.0
Episode 1 | Step 7149 | Step Reward: -0.0
Episode 1 | Step 7150 | Step Reward: -0.0
Episode 1 | Step 7151 | Step Reward: -0.0
Episode 1 | Step 7152 | Step Reward: -0.0
Episode 1 | Step 7153 | Step Reward: -0.0
Episode 1 | Step 7154 | Step Reward: -0.0
Episode 1 | Step 7155 | Step Reward: -0.0
Episode 1 | Step 7156 | Step Reward: -0.0
Episode 1 | Step 7157 | Step Reward: -0.0
Episode 1 | Step 7158 | Step Reward: -0.0
Episode 1 | Step 7159 | Step Reward: -0.0
Episode 1 | Step 7160 | Step Reward: -0.0
Episode 1 | Step 7161 | Step Reward: -0.0
Episode 1 | Step 7162 | Step Reward: -0.0
Episode 1 | Step 7163 | Step Reward: -0.0
Episode 1 | Step 7164 | Step Reward: -0.0
Episode 1 | Step 7165 | Step Reward: -0.0
Episode 1 | Step 7166 | Step Reward: -0.0
Episode 1 | Step 7167 | Step Reward: -0.0
Episode 1 | Step 7168 | Step Reward: -0.0
Episode 1 | Step 7169 | Step Reward: -0.0
Episode 1 | Step 7170 | Step Reward: -0.0
Episode 1 | Step 7171 | Step Reward: -0.0
Episode 1 | Step 7172 | Step Reward: -0.0
Episode 1 | Step 7173 | Step Reward: -0.0
Episode 1 | Step 7174 | Step Reward: -0.0
Episode 1 | Step 7175 | Step Reward: -0.0
Episode 1 | Step 7176 | Step Reward: -0.0
Episode 1 | Step 7177 | Step Reward: -0.0
Episode 1 | Step 7178 | Step Reward: -0.0
Episode 1 | Step 7179 | Step Reward: -0.0
Episode 1 | Step 7180 | Step Reward: -0.0
Episode 1 | Step 7181 | Step Reward: -0.0
Episode 1 | Step 7182 | Step Reward: -0.0
Episode 1 | Step 7183 | Step Reward: -0.0
Episode 1 | Step 7184 | Step Reward: -0.0
Episode 1 | Step 7185 | Step Reward: -0.0
Episode 1 | Step 7186 | Step Reward: -0.0
Episode 1 | Step 7187 | Step Reward: -0.0
Episode 1 | Step 7188 | Step Reward: -0.0
Episode 1 | Step 7189 | Step Reward: -0.0
Episode 1 | Step 7190 | Step Reward: -0.0
Episode 1 | Step 7191 | Step Reward: -0.0
Episode 1 | Step 7192 | Step Reward: -0.0
Episode 1 | Step 7193 | Step Reward: -0.0
Episode 1 | Step 7194 | Step Reward: -0.0
Episode 1 | Step 7195 | Step Reward: -0.0
Episode 1 | Step 7196 | Step Reward: -0.0
Episode 1 | Step 7197 | Step Reward: -0.0
Episode 1 | Step 7198 | Step Reward: -0.0
Episode 1 | Step 7199 | Step Reward: -0.0
Episode 1 | Step 7200 | Step Reward: -0.0
Episode 1 | Step 7201 | Step Reward: -0.0
Episode 1 | Step 7202 | Step Reward: -0.0
Episode 1 | Step 7203 | Step Reward: -0.0
Episode 1 | Step 7204 | Step Reward: -0.0
Episode 1 | Step 7205 | Step Reward: -0.0
Episode 1 | Step 7206 | Step Reward: -0.0
Episode 1 | Step 7207 | Step Reward: -0.0
Episode 1 | Step 7208 | Step Reward: -0.0
Episode 1 | Step 7209 | Step Reward: -0.0
Episode 1 | Step 7210 | Step Reward: -0.0
Episode 1 | Step 7211 | Step Reward: -0.0
Episode 1 | Step 7212 | Step Reward: -0.0
Episode 1 | Step 7213 | Step Reward: -0.0
Episode 1 | Step 7214 | Step Reward: -0.0
Episode 1 | Step 7215 | Step Reward: -0.0
Episode 1 | Step 7216 | Step Reward: -0.0
Episode 1 | Step 7217 | Step Reward: -0.0
Episode 1 | Step 7218 | Step Reward: -0.0
Episode 1 | Step 7219 | Step Reward: -0.0
Episode 1 | Step 7220 | Step Reward: -0.0
Episode 1 | Step 7221 | Step Reward: -0.0
Episode 1 | Step 7222 | Step Reward: -0.0
Episode 1 | Step 7223 | Step Reward: -0.0
Episode 1 | Step 7224 | Step Reward: -0.0
Episode 1 | Step 7225 | Step Reward: -0.0
Episode 1 | Step 7226 | Step Reward: -0.0
Episode 1 | Step 7227 | Step Reward: -0.0
Episode 1 | Step 7228 | Step Reward: -0.0
Episode 1 | Step 7229 | Step Reward: -0.0
Episode 1 | Step 7230 | Step Reward: -0.0
Episode 1 | Step 7231 | Step Reward: -0.0
Episode 1 | Step 7232 | Step Reward: -0.0
Episode 1 | Step 7233 | Step Reward: -0.0
Episode 1 | Step 7234 | Step Reward: -0.0
Episode 1 | Step 7235 | Step Reward: -0.0
Episode 1 | Step 7236 | Step Reward: -0.0
Episode 1 | Step 7237 | Step Reward: -0.0
Episode 1 | Step 7238 | Step Reward: -0.0
Episode 1 | Step 7239 | Step Reward: -0.0
Episode 1 | Step 7240 | Step Reward: -0.0
Episode 1 | Step 7241 | Step Reward: -0.0
Episode 1 | Step 7242 | Step Reward: -0.0
Episode 1 | Step 7243 | Step Reward: -0.0
Episode 1 | Step 7244 | Step Reward: -0.0
Episode 1 | Step 7245 | Step Reward: -0.0
Episode 1 | Step 7246 | Step Reward: -0.0
Episode 1 | Step 7247 | Step Reward: -0.0
Episode 1 | Step 7248 | Step Reward: -0.0
Episode 1 | Step 7249 | Step Reward: -0.0
Episode 1 | Step 7250 | Step Reward: -0.0
Episode 1 | Step 7251 | Step Reward: -0.0
Episode 1 | Step 7252 | Step Reward: -0.0
Episode 1 | Step 7253 | Step Reward: -0.0
Episode 1 | Step 7254 | Step Reward: -0.0
Episode 1 | Step 7255 | Step Reward: -0.0
Episode 1 | Step 7256 | Step Reward: -0.0
Episode 1 | Step 7257 | Step Reward: -0.0
Episode 1 | Step 7258 | Step Reward: -0.0
Episode 1 | Step 7259 | Step Reward: -0.0
Episode 1 | Step 7260 | Step Reward: -0.0
Episode 1 | Step 7261 | Step Reward: -0.0
Episode 1 | Step 7262 | Step Reward: -0.0
Episode 1 | Step 7263 | Step Reward: -0.0
Episode 1 | Step 7264 | Step Reward: -0.0
Episode 1 | Step 7265 | Step Reward: -0.0
Episode 1 | Step 7266 | Step Reward: -0.0
Episode 1 | Step 7267 | Step Reward: -0.0
Episode 1 | Step 7268 | Step Reward: -0.0
Episode 1 | Step 7269 | Step Reward: -0.0
Episode 1 | Step 7270 | Step Reward: -0.0
Episode 1 | Step 7271 | Step Reward: -0.0
Episode 1 | Step 7272 | Step Reward: -0.0
Episode 1 | Step 7273 | Step Reward: -0.0
Episode 1 | Step 7274 | Step Reward: -0.0
Episode 1 | Step 7275 | Step Reward: -0.0
Episode 1 | Step 7276 | Step Reward: -0.0
Episode 1 | Step 7277 | Step Reward: -0.0
Episode 1 | Step 7278 | Step Reward: -0.0
Episode 1 | Step 7279 | Step Reward: -0.0
Episode 1 | Step 7280 | Step Reward: -0.0
Episode 1 | Step 7281 | Step Reward: -0.0
Episode 1 | Step 7282 | Step Reward: -0.0
Episode 1 | Step 7283 | Step Reward: -0.0
Episode 1 | Step 7284 | Step Reward: -0.0
Episode 1 | Step 7285 | Step Reward: -0.0
Episode 1 | Step 7286 | Step Reward: -0.0
Episode 1 | Step 7287 | Step Reward: -0.0
Episode 1 | Step 7288 | Step Reward: -0.0
Episode 1 | Step 7289 | Step Reward: -0.0
Episode 1 | Step 7290 | Step Reward: -0.0
Episode 1 | Step 7291 | Step Reward: -0.0
Episode 1 | Step 7292 | Step Reward: -0.0
Episode 1 | Step 7293 | Step Reward: -0.0
Episode 1 | Step 7294 | Step Reward: -0.0
Episode 1 | Step 7295 | Step Reward: -0.0
Episode 1 | Step 7296 | Step Reward: -0.0
Episode 1 | Step 7297 | Step Reward: -0.0
Episode 1 | Step 7298 | Step Reward: -0.0
Episode 1 | Step 7299 | Step Reward: -0.0
Episode 1 | Step 7300 | Step Reward: -0.0
Episode 1 | Step 7301 | Step Reward: -0.0
Episode 1 | Step 7302 | Step Reward: -0.0
Episode 1 | Step 7303 | Step Reward: -0.0
Episode 1 | Step 7304 | Step Reward: -0.0
Episode 1 | Step 7305 | Step Reward: -0.0
Episode 1 | Step 7306 | Step Reward: -0.0
Episode 1 | Step 7307 | Step Reward: -0.0
Episode 1 | Step 7308 | Step Reward: -0.0
Episode 1 | Step 7309 | Step Reward: -0.0
Episode 1 | Step 7310 | Step Reward: -0.0
Episode 1 | Step 7311 | Step Reward: -0.0
Episode 1 | Step 7312 | Step Reward: -0.0
Episode 1 | Step 7313 | Step Reward: -0.0
Episode 1 | Step 7314 | Step Reward: -0.0
Episode 1 | Step 7315 | Step Reward: -0.0
Episode 1 | Step 7316 | Step Reward: -0.0
Episode 1 | Step 7317 | Step Reward: -0.0
Episode 1 | Step 7318 | Step Reward: -0.0
Episode 1 | Step 7319 | Step Reward: -0.0
Episode 1 | Step 7320 | Step Reward: -0.0
Episode 1 | Step 7321 | Step Reward: -0.0
Episode 1 | Step 7322 | Step Reward: -0.0
Episode 1 | Step 7323 | Step Reward: -0.0
Episode 1 | Step 7324 | Step Reward: -0.0
